HymnsID	ValidationDropDownList	Hymnal	HymnNumber	FirstLine	Tune	Metre	Occasion	PD	EHNote	EHNote2
	string	HymnalCode	HymnNumber	string						
E509.Hymns	E509 We saw thee not when thou didst come (DAVID’S HARP 1E OR FARMSBOROUGH 2E)	EH:English Hymnal	509	We saw thee not when thou didst come	David’s Harp 1E or Farmsborough 2E	88.88.88.	General			
E51.Hymns	E51 O blest Creator of the light (LUCIS CREATOR)	EH:English Hymnal	51	O blest Creator of the light	Lucis Creator	L.M.	From the Octave of the Epiphany till Lent		P	
E510.Hymns	E510 We sing the praise of him who died (BRESLAU [A MAJOR] 1E OR CALVISIUS (ACH BLEIB BEI UNS) 2E)	EH:English Hymnal	510	We sing the praise of him who died	Breslau [A major] 1E or Calvisius (Ach bleib bei uns) 2E	L.M.	General			
E511.Hymns	E511 When all thy mercies, O my God (BELGRAVE)	EH:English Hymnal	511	When all thy mercies, O my God	Belgrave	C.M.	General			
E512.Hymns	E512 When morning gilds the skies (O SEIGNEUR)	EH:English Hymnal	512	When morning gilds the skies	O Seigneur	667.667.D.	General			
E513.Hymns	E513 When our heads are bowed with woe (REDHEAD NO. 47)	EH:English Hymnal	513	When our heads are bowed with woe	Redhead No. 47	77.77.	General			
E514.Hymns	E514 Who is this so weak and helpless (LLANSANNAN)	EH:English Hymnal	514	Who is this so weak and helpless	Llansannan	87.87.D.	General			
E515.Hymns	E515 Wilt thou forgive that sin, by man begun (SO GIEBST DU)	EH:English Hymnal	515	Wilt thou forgive that sin, by man begun	So giebst du	10 10.10 10.84.	General			
E516.Hymns	E516 Work is sweet, for God has blest (VOLLER WUNDER)	EH:English Hymnal	516	Work is sweet, for God has blest	Voller wunder	77.77.77.	General			
E517.Hymns	E517 Ye holy Angels bright (DARWALL’S 148TH)	EH:English Hymnal	517	Ye holy Angels bright	Darwall’s 148th	66.66.44.44.	General			
E518.Hymns	E518 Ye servants of the Lord (NARENZA)	EH:English Hymnal	518	Ye servants of the Lord	Narenza	S.M.	General			
E519.Hymns	E519 Ye watchers and ye holy ones (LASST UNS ERFREUEN)	EH:English Hymnal	519	Ye watchers and ye holy ones	Lasst uns erfreuen	88.44.88. and Alleluyas	General			
E52.Hymns	E52 O splendour of God’s glory bright (WAREHAM)	EH:English Hymnal	52	O splendour of God’s glory bright	Wareham	L.M.	From the Octave of the Epiphany till Lent		P	
E520.Hymns	E520 Holy Father, in thy mercy (EASTERGATE)	EH:English Hymnal	520	Holy Father, in thy mercy	Eastergate	85.83.	For Absent Friends			
E521.Hymns	E521 O Lord of heaven, and earth, and sea (ES IST KEIN TAG)	EH:English Hymnal	521	O Lord of heaven, and earth, and sea	Es ist kein tag	88.84.	Almsgiving			
E522.Hymns	E522 We give thee but thine own (WINDERMERE)	EH:English Hymnal	522	We give thee but thine own	Windermere	S.M.	Almsgiving			
E523.Hymns	E523 Lord, behold us with thy blessing (DISMISSAL)	EH:English Hymnal	523	Lord, behold us with thy blessing	Dismissal	87.87.87.	Beginning and End of Term			
E524.Hymns	E524 God be with you till we meet again (RANDOLPH)	EH:English Hymnal	524	God be with you till we meet again	Randolph	98.89.	At a Farewell			
E525.Hymns	E525 From thee all skill and science flow (FARNHAM OR CULROSS 2E ONLY)	EH:English Hymnal	525	From thee all skill and science flow	Farnham or Culross 2E only	C.M.	Hospitals			
E526.Hymns	E526 Thine arm, O Lord, in days of old (ST MATTHEW)	EH:English Hymnal	526	Thine arm, O Lord, in days of old	St Matthew	D.C.M.	Hospitals			
E527.Hymns	E527 Thou to whom the sick and dying (ST LEONARD)	EH:English Hymnal	527	Thou to whom the sick and dying	St Leonard	87.87.77.	Hospitals			App. 21
E528.Hymns	E528 Father of men, in whom are one (EXETER)	EH:English Hymnal	528	Father of men, in whom are one	Exeter	888.888.	Societies: Friendly			
E529.Hymns	E529 Son of God, eternal Saviour (LUGANO)	EH:English Hymnal	529	Son of God, eternal Saviour	Lugano	87.87.D.	Societies: General			
E53.Hymns	E53 The wingèd herald of the day (WAREHAM)	EH:English Hymnal	53	The wingèd herald of the day	Wareham	L.M.	From the Octave of the Epiphany till Lent		P	
E530.Hymns	E530 Lord of life and King of glory (CALVARY)	EH:English Hymnal	530	Lord of life and King of glory	Calvary	87.87.87.	Mothers' Societies			
E531.Hymns	E531 Father, who on man dost shower (QUEM PASTORES LAUDAVERE)	EH:English Hymnal	531	Father, who on man dost shower	Quem pastores laudavere	88.87.	Temperance Societies			
E532.Hymns	E532 Let us, with a gladsome mind (MONKLAND)	EH:English Hymnal	532	Let us, with a gladsome mind	Monkland	77.77.	Thanksgiving			
E533.Hymns	E533 Now thank we all our God (NUN DANKET)	EH:English Hymnal	533	Now thank we all our God	Nun danket	67.67.66.66.	Thanksgiving			
E534.Hymns	E534 Praise the Lord of heaven (LAUS TIBI CHRISTE)	EH:English Hymnal	534	Praise the Lord of heaven	Laus tibi Christe	65.65.D.	Thanksgiving			
E535.Hymns	E535 Praise the Lord! ye heavens, adore him (AUSTRIAN HYMN 1E OR PRAISE 2E)	EH:English Hymnal	535	Praise the Lord! ye heavens, adore him	Austrian Hymn 1E or Praise 2E	87.87.D.	Thanksgiving			
E536.Hymns	E536 Praise to the Lord, the Almighty, the King of creation (HAST DU DENN, JESU)	EH:English Hymnal	536	Praise to the Lord, the Almighty, the King of creation	Hast du denn, Jesu	14 14.4.7.8.	Thanksgiving			
E537.Hymns	E537 Rejoice to-day with one accord (EIN’ FESTE BURG)	EH:English Hymnal	537	Rejoice to-day with one accord	Ein’ feste burg	87.87.66.667.	Thanksgiving			
E538.Hymns	E538 Father, to thee we look in all our sorrow (L’OMNIPOTENT)	EH:English Hymnal	538	Father, to thee we look in all our sorrow	L’omnipotent	11 10.11 10.	In Time of Trouble			
E539.Hymns	E539 O Lord of hosts, who didst upraise (VATER UNSER 1E OR LLANGOEDMOR 2E)	EH:English Hymnal	539	O Lord of hosts, who didst upraise	Vater unser 1E or Llangoedmor 2E	888.D.	In Time of War			
E54.Hymns	E54 Ye clouds and darkness, hosts of night (WAREHAM 1E OR GAUDE, REGINA GLORIAE 2E)	EH:English Hymnal	54	Ye clouds and darkness, hosts of night	Wareham 1E or Gaude, Regina gloriae 2E	L.M.	From the Octave of the Epiphany till Lent		P	
E540.Hymns	E540 Eternal Father, strong to save (MELITA)	EH:English Hymnal	540	Eternal Father, strong to save	Melita	88.88.88.	In Time of Rough Weather			
E541.Hymns	E541 Fierce raged the tempest o’er the deep (ST AELRED 1E OR WHITE GATES 2E)	EH:English Hymnal	541	Fierce raged the tempest o’er the deep	St Aelred 1E or White Gates 2E	88.83.	In Time of Rough Weather			App. 62
E542.Hymns	E542 How are thy servants blest, O Lord! (LONDON NEW 1E OR KILMARNOCK 2E)	EH:English Hymnal	542	How are thy servants blest, O Lord!	London New 1E or Kilmarnock 2E	C.M.	For Use at Sea			
E543.Hymns	E543 Lord, the wind and sea obey thee (QUEM PASTORES LAUDAVERE)	EH:English Hymnal	543	Lord, the wind and sea obey thee	Quem pastores laudavere	88.87.	For Use at Sea			
E544.Hymns	E544 O Faith of England, taught of old (PSALM 68)	EH:English Hymnal	544	O Faith of England, taught of old	Psalm 68	887.887.D.	The Church			
E545.Hymns	E545 Thy hand, O God, has guided (ST THEODULPH (VALET WILL ICH DIR GEBEN) 1E OR THORNBURY 2E)	EH:English Hymnal	545	Thy hand, O God, has guided	St Theodulph (Valet will ich dir geben) 1E or Thornbury 2E	76.76.D.	The Church			45
E546.Hymns	E546 Fling out the banner! let it float (CATHCART)	EH:English Hymnal	546	Fling out the banner! let it float	Cathcart	L.M.	Home and Foreign Missions			
E547.Hymns	E547 From Greenland’s icy mountains (CALCUTTA)	EH:English Hymnal	547	From Greenland’s icy mountains	Calcutta	76.76.D.	Home and Foreign Missions			
E548.Hymns	E548 God is working his purpose out as year succeeds to year (BENSON 1E OR PURPOSE 2E)	EH:English Hymnal	548	God is working his purpose out as year succeeds to year	Benson 1E or Purpose 2E	Irreg.	Home and Foreign Missions			App. 63
E549.Hymns	E549 Lift up your heads, ye gates of brass (PRAETORIUS (FÜR DEIN EMPFANGEN SPEIS UND TRANK))	EH:English Hymnal	549	Lift up your heads, ye gates of brass	Praetorius (Für dein empfangen speis und trank)	C.M.	Home and Foreign Missions			
E55.Hymns	E55 Lo! golden light rekindles day: (WAREHAM 1E OR GAUDE, REGINA GLORIAE 2E)	EH:English Hymnal	55	Lo! golden light rekindles day:	Wareham 1E or Gaude, Regina gloriae 2E	L.M.	From the Octave of the Epiphany till Lent		P	
E550.Hymns	E550 O North, with all thy vales of green! (AUCH JETZT MACHT GOTT)	EH:English Hymnal	550	O North, with all thy vales of green!	Auch jetzt macht Gott	86.86.88.	Home and Foreign Missions			
E551.Hymns	E551 Saviour, sprinkle many nations (HOPE)	EH:English Hymnal	551	Saviour, sprinkle many nations	Hope	87.87.D.	Home and Foreign Missions			
E552.Hymns	E552 Spread, O spread, thou mighty word (GOTT SEI DANK)	EH:English Hymnal	552	Spread, O spread, thou mighty word	Gott sei Dank	77.77.	Home and Foreign Missions			
E553.Hymns	E553 Thou whose almighty Word (MOSCOW)	EH:English Hymnal	553	Thou whose almighty Word	Moscow	664.666.4.	Home and Foreign Missions			
E554.Hymns	E554 Thy kingdom come, O God (ST CECILIA 1E OR KINGSLAND 2E)	EH:English Hymnal	554	Thy kingdom come, O God	St Cecilia 1E or Kingsland 2E	66.66.	Home and Foreign Missions			App. 64
E555.Hymns	E555 Dismiss me not thy service, Lord (BRUNSWICK)	EH:English Hymnal	555	Dismiss me not thy service, Lord	Brunswick	86.86.86.	Church Work			
E556.Hymns	E556 Go, labour on; spend, and be spent (ANGEL’S SONG (SONG 34) 1E OR LLANGOLLEN (LLEDROD) 2E)	EH:English Hymnal	556	Go, labour on; spend, and be spent	Angel’s Song (Song 34) 1E or Llangollen (Lledrod) 2E	L.M.	Church Work			
E557.Hymns	E557 From foes that would the land devour (ISLEWORTH)	EH:English Hymnal	557	From foes that would the land devour	Isleworth	88.86.	National			
E558.Hymns	E558 God of our fathers, known of old (FOLKINGHAM)	EH:English Hymnal	558	God of our fathers, known of old	Folkingham	88.88.88.	National			
E559.Hymns	E559 God of our fathers, unto thee (ETONA)	EH:English Hymnal	559	God of our fathers, unto thee	Etona	88.88.88.88.88.	National			
E56.Hymns	E56 Eternal Glory of the sky (WAREHAM 1E OR RICHARD 2E)	EH:English Hymnal	56	Eternal Glory of the sky	Wareham 1E or Richard 2E	L.M.	From the Octave of the Epiphany till Lent		P	
E560.Hymns	E560 God save our gracious King (NATIONAL ANTHEM)	EH:English Hymnal	560	God save our gracious King	National Anthem	664.666.4.	National			
E561.Hymns	E561 Lord, while for all mankind we pray (ABERDEEN)	EH:English Hymnal	561	Lord, while for all mankind we pray	Aberdeen	C.M.	National			
E562.Hymns	E562 O God of earth and altar (KINGS LYNN)	EH:English Hymnal	562	O God of earth and altar	Kings Lynn	76.76.D.	National			
E563.Hymns	E563 Once to every man and nation (HYFRYDOL 1E OR YN Y GLYN 2E)	EH:English Hymnal	563	Once to every man and nation	Hyfrydol 1E or Yn y glyn 2E	87.87.D.	National			
E564.Hymns	E564 The King, O God, his heart to thee upraiseth (DONNE SECOURS)	EH:English Hymnal	564	The King, O God, his heart to thee upraiseth	Donne secours	11 10.11 10.	National			
E565.Hymns	E565 To thee our God we fly (CROFT’S 136TH)	EH:English Hymnal	565	To thee our God we fly	Croft’s 136th	66.66.88.	National			
E566.Hymns	E566 When wilt thou save the people? (KENDAL)	EH:English Hymnal	566	When wilt thou save the people?	Kendal	76.76.88.85.	National			
E567.Hymns	E567 Beneath the Cross of Jesus (GLORIA)	EH:English Hymnal	567	Beneath the Cross of Jesus	Gloria	76.86.86.86.	Mission Services			App. 22
E568.Hymns	E568 Daily, daily sing the praises (DAILY, DAILY)	EH:English Hymnal	568	Daily, daily sing the praises	Daily, daily	87.87.D.	Mission Services			
E569.Hymns	E569 Evensong is hushed in silence (EVENING HYMN)	EH:English Hymnal	569	Evensong is hushed in silence	Evening Hymn	87.87.87.87.87.10 6.	Mission Services			
E57.Hymns	E57 The dawn is sprinkling in the east (WAREHAM 1E OR RICHARD 2E)	EH:English Hymnal	57	The dawn is sprinkling in the east	Wareham 1E or Richard 2E	L.M.	From the Octave of the Epiphany till Lent		P	
E570.Hymns	E570 Ho! my comrades, see the signal (HOLD THE FORT)	EH:English Hymnal	570	Ho! my comrades, see the signal	Hold the Fort	85.85.D.	Mission Services			
E571.Hymns	E571 Holy Ghost, come down upon thy children (BOSSINEY)	EH:English Hymnal	571	Holy Ghost, come down upon thy children	Bossiney	10 7.97.97.97. and refrain.	Mission Services			
E572.Hymns	E572 I could not do without thee (GOSTERWOOD)	EH:English Hymnal	572	I could not do without thee	Gosterwood	76.76.D.	Mission Services			
E573.Hymns	E573 I hear thy welcome voice (I HEAR THY WELCOME VOICE)	EH:English Hymnal	573	I hear thy welcome voice	I hear thy welcome voice	66.86.55.76.	Mission Services			
E574.Hymns	E574 I heard the voice of Jesus say (KINGSFOLD)	EH:English Hymnal	574	I heard the voice of Jesus say	Kingsfold	D.C.M.	Mission Services			
E575.Hymns	E575 I lay my sins on Jesus (PRYSGOL)	EH:English Hymnal	575	I lay my sins on Jesus	Prysgol	76.76.D.	Mission Services			
E576.Hymns	E576 I need thee, precious Jesu (PRYSGOL)	EH:English Hymnal	576	I need thee, precious Jesu	Prysgol	76.76.D.	Mission Services			
E577.Hymns	E577 O Jesus, I have promised (MISSIONARY HYMN)	EH:English Hymnal	577	O Jesus, I have promised	Missionary Hymn	76.76.D.	Mission Services			
E578.Hymns	E578 O Jesu, thou art standing (ST CATHERINE 1E OR IN DER WIEGEN 2E)	EH:English Hymnal	578	O Jesu, thou art standing	St Catherine 1E or In der wiegen 2E	76.76.D.	Mission Services			207, App. 65
E579.Hymns	E579 Rest of the weary (FORTUNATUS)	EH:English Hymnal	579	Rest of the weary	Fortunatus	54.54.D.	Mission Services			
E58.Hymns	E58 O boundless Wisdom, God most high (ILLSLEY 1E OR O INVIDENDA MARTYRUM 2E)	EH:English Hymnal	58	O boundless Wisdom, God most high	Illsley 1E or O invidenda martyrum 2E	L.M.	From the Octave of the Epiphany till Lent		P	
E580.Hymns	E580 Safe in the arms of Jesus (ARMS OF JESUS)	EH:English Hymnal	580	Safe in the arms of Jesus	Arms of Jesus	76.76.D. and refrain.	Mission Services			
E581.Hymns	E581 Stand up!—stand up for Jesus! (MORNING LIGHT)	EH:English Hymnal	581	Stand up!—stand up for Jesus!	Morning Light	76.76.D.	Mission Services			
E582.Hymns	E582 Take my life, and let it be (IVES)	EH:English Hymnal	582	Take my life, and let it be	Ives	77.77.D.	Mission Services			
E583.Hymns	E583 Tell me the old, old story (TELL ME THE OLD, OLD STORY)	EH:English Hymnal	583	Tell me the old, old story	Tell me the old, old story	76.76.D. and refrain.	Mission Services			
E584.Hymns	E584 There were ninety and nine that safely lay (THE NINETY AND NINE)	EH:English Hymnal	584	There were ninety and nine that safely lay	The ninety and nine	97.97.99.	Mission Services			
E585.Hymns	E585 Thou didst leave thy throne and thy kingly crown (MARGARET)	EH:English Hymnal	585	Thou didst leave thy throne and thy kingly crown	Margaret	Irreg.	Mission Services			
E586.Hymns	E586 Advent tells us, Christ is near: (KEINE SCHÖNHEIT HAT DIE WELT)	EH:English Hymnal	586	Advent tells us, Christ is near:	Keine schönheit hat die Welt	77.77.	Catechism			
E587.Hymns	E587 All things bright and beautiful (GREYSTONE 1E OR ROYAL OAK 2E)	EH:English Hymnal	587	All things bright and beautiful	Greystone 1E or Royal Oak 2E	76.76.D. and refrain.	Catechism			App. 66
E588.Hymns	E588 Behold a little Child (WESLEY)	EH:English Hymnal	588	Behold a little Child	Wesley	66.66.88.	Catechism			
E589.Hymns	E589 Do no sinful action (NEWLAND)	EH:English Hymnal	589	Do no sinful action	Newland	65.65.	Catechism			
E59.Hymns	E59 Earth’s mighty Maker, whose command (ILLSLEY 1E OR O INVIDENDA MARTYRUM 2E)	EH:English Hymnal	59	Earth’s mighty Maker, whose command	Illsley 1E or O invidenda martyrum 2E	L.M.	From the Octave of the Epiphany till Lent		P	
E590.Hymns	E590 Every morning the red sun (LANGDALE)	EH:English Hymnal	590	Every morning the red sun	Langdale	75.75.77.	Catechism			
E591.Hymns	E591 Gentle Jesus, meek and mild (FARNABY/LEW TRENCHARD)	EH:English Hymnal	591	Gentle Jesus, meek and mild	Farnaby/Lew Trenchard	77.77.	Catechism			
E592.Hymns	E592 Hail the Sign, the Sign of Jesus (GROOMBRIDGE)	EH:English Hymnal	592	Hail the Sign, the Sign of Jesus	Groombridge	85.85.88.85.	Catechism			
E593.Hymns	E593 Heavenly Father, send thy blessing (PLEADING SAVIOUR)	EH:English Hymnal	593	Heavenly Father, send thy blessing	Pleading Saviour	87.87.D.	Catechism			
E594.Hymns	E594 I love to hear the story (GOSTERWOOD)	EH:English Hymnal	594	I love to hear the story	Gosterwood	76.76.D.	Catechism			
E595.Hymns	E595 I think when I read that sweet story of old (EAST HORNDON)	EH:English Hymnal	595	I think when I read that sweet story of old	East Horndon	Irreg.	Catechism			
E596.Hymns	E596 In our work, and in our play (LYNE)	EH:English Hymnal	596	In our work, and in our play	Lyne	77.77.	Catechism			
E597.Hymns	E597 It is a thing most wonderful (HERONGATE)	EH:English Hymnal	597	It is a thing most wonderful	Herongate	L.M.	Catechism			
E598.Hymns	E598 Jesu, good above all other (QUEM PASTORES LAUDAVERE)	EH:English Hymnal	598	Jesu, good above all other	Quem pastores laudavere	88.87.	Catechism			
E599.Hymns	E599 Jesu, tender Shepherd, hear me (SHIPSTON)	EH:English Hymnal	599	Jesu, tender Shepherd, hear me	Shipston	87.87.	Catechism			
E6.Hymns	E6 Hark the glad sound! the Saviour comes (BRISTOL)	EH:English Hymnal	6	Hark the glad sound! the Saviour comes	Bristol	C.M.	Advent			
E60.Hymns	E60 Most holy Lord and God of heaven (ILLSLEY 1E OR O INVIDENDA MARTYRUM 2E)	EH:English Hymnal	60	Most holy Lord and God of heaven	Illsley 1E or O invidenda martyrum 2E	L.M.	From the Octave of the Epiphany till Lent		P	
E600.Hymns	E600 Little drops of water (GOTT EIN VATER)	EH:English Hymnal	600	Little drops of water	Gott ein Vater	65.65.	Catechism			
E601.Hymns	E601 Lord, I would own thy tender care (EARDISLEY)	EH:English Hymnal	601	Lord, I would own thy tender care	Eardisley	C.M.	Catechism			
E602.Hymns	E602 Loving Shepherd of thy sheep (BUCKLAND 1E OR GENTLE JESUS 2E)	EH:English Hymnal	602	Loving Shepherd of thy sheep	Buckland 1E or Gentle Jesus 2E	77.77.	Catechism			App. 67
E603.Hymns	E603 Now the day is over (EUDOXIA)	EH:English Hymnal	603	Now the day is over	Eudoxia	65.65.	Catechism			
E604.Hymns	E604 O dearest Lord, by all adored (MIT FREUDEN ZART)	EH:English Hymnal	604	O dearest Lord, by all adored	Mit freuden zart	87.87.887.	Catechism			
E605.Hymns	E605 Once in royal David’s city (IRBY)	EH:English Hymnal	605	Once in royal David’s city	Irby	87.87.77.	Catechism			
